ID;SPPname;X10;X11;X13;X14;X15;X16;X20;X21;X30;X32;X40;X41;X50;X60;X70;X90;X91;X92;X100;X101;X110;X120;X130;X131;X132;X133;X134;X136;X140;X141;X144;X150;X151;X152;X180;X185;X190;X200;X201;X202;X203;X210;X220
A13;Discoglossus_galganoi;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A21;Hyla_arborea;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A23;Hyla_meridionalis;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A24;Hyla_sarda;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A41;Pelodytes_punctatus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A42;Pleurodeles_waltl;0;0;0;1;1;1;1;1;1;1;2;2;2;2;0;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;NA
A5;Bombina_bombina;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;0;0;0;0;0;0;NA
A66;Rana_temporaria;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;2;2;0;0;0;0;0;1;NA
A83;Mesotriton_alpestris;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A84;Lissotriton_boscai;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A85;Triturus_carnifex;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A86;Triturus_cristatus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A87;Triturus_dobrogicus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;0;0;0;0;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A88;Lissotriton_helveticus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A89;Lissotriton_italicus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A90;Triturus_karelinii;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A91;Triturus_marmoratus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A92;Lissotriton_montandoni;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A94;Ommatotriton_vittatus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A95;Lissotriton_vulgaris;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A97;Ommatotriton_ophryticus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
B119;Falco_subbuteo;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
B291;Picus_viridis;0;0;0;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
M137;Microtus_felteni;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M197;Nyctalus_leisleri;0;0;0;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;NA
M198;Nyctalus_noctula;0;0;0;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;NA
M212;Plecotus_austriacus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;NA
M250;Sorex_granarius;0;0;0;1;1;1;1;1;2;2;2;2;2;2;1;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NA
M278;Sus_scrofa;0;0;0;1;1;1;1;1;2;2;2;2;2;2;1;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M292;Vespertilio_murinus;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;NA
M30;Canis_aureus;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NA
R10;Algyroides_moreoticus;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R14;Anguis_fragilis;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R17;Blanus_cinereus;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R175;Podarcis_muralis;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;2;2;2;0;0;0
R18;Blanus_strauchi;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R208;Vipera_berus;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;1;1;1;0;0;0
R212;Vipera_kaznakovi;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;1;1;1;0;0;0
R28;Coronella_austriaca;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R75;Zamenis_lineatus;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R76;Zamenis_longissimus;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R77;Elaphe_quatuorlineata;0;0;0;1;1;1;2;2;2;2;1;1;1;1;1;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
A10;Bufo_verrucosissimus;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A100;Pseudepidalea_balearica;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A101;Pseudepidalea_boulengeri;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A102;Pseudepidalea_sicula;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A103;Pseudepidalea_variabilis;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A11;Pseudepidalea_viridis;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A12;Chioglossa_lusitanica;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;0;0;0;2;2;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NA
A14;Discoglossus_jeanneae;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A15;Discoglossus_montalentii;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NA
A16;Discoglossus_pictus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NA
A17;Discoglossus_sardus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A18;Calotriton_asper;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NA
A19;Euproctus_montanus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NA
A20;Euproctus_platycephalus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NA
A22;Hyla_intermedia;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
A25;Hyla_savignyi;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A33;Mertensiella_caucasica;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
A39;Pelodytes_caucasicus;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A4;Alytes_obstetricans;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;NA
A44;Rana_arvalis;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;1;NA
A52;Rana_graeca;0;0;0;0;0;0;1;1;1;1;2;2;2;2;0;0;0;0;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NA
A56;Rana_italica;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NA
A6;Bombina_pachypus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NA
A62;Rana_pyrenaica;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;NA
A67;Salamandra_atra;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;2;2;2;0;0;0;0;0;0;0;0;NA
A68;Salamandra_corsica;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;0;0;0;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
A7;Bombina_variegata;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;0;0;0;0;0;0;NA
A71;Salamandra_salamandra;0;0;0;0;0;0;0;0;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
A72;Salamandrella_keyserlingii;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;NA
A73;Salamandrina_perspicillata;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A74;Salamandrina_terdigitata;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
A75;Speleomantes_ambrosii;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
A77;Atylodes_genei;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
A78;Speleomantes_imperialis;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
A79;Speleomantes_italicus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
A81;Speleomantes_strinatii;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
A82;Speleomantes_supramontis;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
B101;Accipiter_nisus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B102;Accipiter_gentilis;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B103;Buteo_buteo;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B105;Buteo_lagopus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;0;0;0;0;0;0
B106;Aquila_pomarina;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B128;Tetrao_mlokosiewiczi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;2;2;2;2;2;2;2;2;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
B129;Bonasa_bonasia;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B174;Scolopax_rusticola;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
B188;Tringa_glareola;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;0;0;2;2;2;2;2;0;0;0;0;0;0;0
B253;Cuculus_saturatus;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
B259;Strix_aluco;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;2;2;1;1;1;1;0;0;0
B260;Strix_uralensis;0;0;0;0;0;0;1;1;2;2;2;2;2;2;0;1;1;2;2;2;1;2;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0
B261;Strix_nebulosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
B262;Surnia_ulula;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0
B266;Asio_otus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
B282;Upupa_epops;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;0;0;0;2;2;2;2;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0
B283;Jynx_torquilla;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B286;Dendrocopos_leucotos;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B287;Dendrocopos_major;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
B288;Dendrocopos_syriacus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
B290;Dryocopus_martius;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B292;Picus_canus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B324;Regulus_ignicapillus;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
B331;Prunella_atrogularis;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;1;2;2;2;1;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B332;Prunella_modularis;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B335;Zoothera_dauma;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B338;Turdus_ruficollis;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0
B339;Turdus_pilaris;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0
B340;Turdus_iliacus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;1;1;1;2;2;1;2;2;2;2;2;2;2;0;0;0;2;2;2;0;0;1;0;0;0;0;0;0
B341;Turdus_philomelos;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0
B342;Turdus_viscivorus;0;0;0;0;0;0;0;0;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B364;Phylloscopus_trochilus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0
B365;Phylloscopus_collybita;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;1;1;0;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
B366;Phylloscopus_sindianus;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;2;2;2;2;2;0;0;0;0;0;0;0
B367;Phylloscopus_bonelli;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B368;Phylloscopus_sibilatrix;0;0;0;0;0;0;0;0;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B369;Phylloscopus_inornatus;0;0;0;0;0;0;0;0;1;1;2;2;2;2;1;2;2;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B370;Phylloscopus_borealis;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B371;Phylloscopus_trochiloides;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
B373;Sylvia_borin;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;1;1;2;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B375;Sylvia_curruca;0;0;0;0;0;0;2;2;2;2;1;1;1;1;0;2;2;2;2;2;1;2;2;2;2;2;2;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
B387;Ficedula_hypoleuca;0;0;0;0;0;0;1;1;2;2;2;2;2;2;0;1;1;1;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B390;Ficedula_parva;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;1;1;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B391;Erithacus_rubecula;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
B392;Luscinia_luscinia;0;0;0;0;0;0;0;0;1;1;2;2;2;2;0;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B393;Luscinia_megarhynchos;0;0;0;0;0;0;1;1;2;2;2;2;2;2;0;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0
B394;Luscinia_calliope;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;1;1;1;0;0;0;1;1;1;2;2;0;0;0;0;0;0;0
B395;Luscinia_svecica;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;2;2;2;2;2;1;2;1;1;1;1;1;1;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0
B40;Ciconia_ciconia;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B415;Parus_palustris;0;0;0;0;0;0;1;1;2;2;2;2;2;2;0;0;0;0;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0
B416;Parus_montanus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B417;Parus_cinctus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;1;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B419;Parus_cristatus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
B420;Parus_major;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0
B421;Parus_caeruleus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0
B422;Parus_cyanus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B423;Sitta_europaea;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B429;Certhia_familiaris;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B430;Certhia_brachydactyla;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
